championship_name,event__name,round_name,rank,name,dob,score
2022 Asian Games,Trap Team Women,Final,4,LEE Bona,22 Jul 1981,110
2022 Asian Games,Trap Team Women,Final,4,KANG Geeeun,15 Oct 1990,107
2022 Asian Games,Trap Team Women,Final,4,CHO Seonah,02 Aug 1997,113
2022 Asian Games,Trap Team Women,Final,5,ALHAWAL Sarah,06 Mar 1987,102
2022 Asian Games,Trap Team Women,Final,5,ALHAWAL Shahad,06 Mar 1987,114
2022 Asian Games,Trap Team Women,Final,5,ABDULMALIK Hajar,04 Sep 1995,102
2022 Asian Games,Skeet Women,Final,1,JIANG Yiting,01 Aug 2004,57
2022 Asian Games,Skeet Women,Final,2,GAO Jinmei,12 Aug 1990,55
2022 Asian Games,Skeet Women,Final,3,ORYNBAY Assem,07 Sep 1993,45
2022 Asian Games,Skeet Women,Final,4,PANARINA Olga,26 Mar 1970,34
2022 Asian Games,Skeet Women,Final,5,AL-SHARSHANI Reem,19 Feb 1995,27
2022 Asian Games,Skeet Women,Final,6,JIEWCHALOEMMIT Sutiya,03 May 1986,17
2022 Asian Games,Skeet Women,Qualifications Stage 2,1,JIANG Yiting,01 Aug 2004,123
2022 Asian Games,Skeet Women,Qualifications Stage 2,2,ORYNBAY Assem,07 Sep 1993,119
2022 Asian Games,Skeet Women,Qualifications Stage 2,3,JIEWCHALOEMMIT Sutiya,03 May 1986,118
2022 Asian Games,Skeet Women,Qualifications Stage 2,4,PANARINA Olga,26 Mar 1970,117
2022 Asian Games,Skeet Women,Qualifications Stage 2,5,GAO Jinmei,12 Aug 1990,116
2022 Asian Games,Skeet Women,Qualifications Stage 2,6,AL-SHARSHANI Reem,19 Feb 1995,115
2022 Asian Games,Skeet Women,Qualifications Stage 2,7,IMPRASERTSUK Isarapa,11 May 1995,114
2022 Asian Games,Skeet Women,Qualifications Stage 2,8,RATHORE Darshna,03 Sep 2001,114
2022 Asian Games,Skeet Women,Qualifications Stage 2,9,KRAVCHENKO Zoya,24 May 1999,114
2022 Asian Games,Skeet Women,Qualifications Stage 2,10,ALSHAMAA Eman,18 Feb 1989,113
2022 Asian Games,Skeet Women,Qualifications Stage 2,11,DHALIWAL Parinaaz,30 Nov 2001,113
2022 Asian Games,Skeet Women,Qualifications Stage 2,12,ALASAM Maryam Ramadhan Juma,02 May 1987,113
2022 Asian Games,Skeet Women,Qualifications Stage 2,13,MOHAMMED Sarah,24 Feb 1996,112
2022 Asian Games,Skeet Women,Qualifications Stage 2,14,JANG Kookhee,24 Feb 2000,111
2022 Asian Games,Skeet Women,Qualifications Stage 2,15,SUTARPORN Nutchaya,21 May 1987,110
2022 Asian Games,Skeet Women,Qualifications Stage 2,16,AN Il Ji,19 Aug 1986,110
2022 Asian Games,Skeet Women,Qualifications Stage 2,17,SEKHON Ganemat,29 Nov 2000,109
2022 Asian Games,Skeet Women,Qualifications Stage 2,18,HUANG Sixue,08 Oct 1991,109
2022 Asian Games,Skeet Women,Qualifications Stage 2,19,ALMOHAMMAD Afrah,14 Nov 1990,108
2022 Asian Games,Skeet Women,Qualifications Stage 2,20,HASSANI Maryam Jamal Abdullatif,08 Oct 1993,107
2022 Asian Games,Skeet Women,Qualifications Stage 2,21,MOHAMMED Hajar,24 Feb 1996,107
2022 Asian Games,Skeet Women,Qualifications Stage 2,22,ALNAJEM Latifa Ahmed Abdulla,05 Jan 1987,103
2022 Asian Games,Skeet Women,Qualifications Stage 2,23,ALZAABI Fatema,31 Mar 1986,95
2022 Asian Games,Skeet Team Women,Final,1,PANARINA Olga,26 Mar 1970,117
2022 Asian Games,Skeet Team Women,Final,1,KRAVCHENKO Zoya,24 May 1999,114
2022 Asian Games,Skeet Team Women,Final,1,ORYNBAY Assem,07 Sep 1993,119
2022 Asian Games,Skeet Team Women,Final,2,JIANG Yiting,01 Aug 2004,123
2022 Asian Games,Skeet Team Women,Final,2,HUANG Sixue,08 Oct 1991,109
2022 Asian Games,Skeet Team Women,Final,2,GAO Jinmei,12 Aug 1990,116
2022 Asian Games,Skeet Team Women,Final,3,SUTARPORN Nutchaya,21 May 1987,110
2022 Asian Games,Skeet Team Women,Final,3,IMPRASERTSUK Isarapa,11 May 1995,114
2022 Asian Games,Skeet Team Women,Final,3,JIEWCHALOEMMIT Sutiya,03 May 1986,118
2022 Asian Games,Skeet Team Women,Final,4,DHALIWAL Parinaaz,30 Nov 2001,113
2022 Asian Games,Skeet Team Women,Final,4,RATHORE Darshna,03 Sep 2001,114
2022 Asian Games,Skeet Team Women,Final,4,SEKHON Ganemat,29 Nov 2000,109
2022 Asian Games,Skeet Team Women,Final,5,MOHAMMED Hajar,24 Feb 1996,107
2022 Asian Games,Skeet Team Women,Final,5,MOHAMMED Sarah,24 Feb 1996,112
2022 Asian Games,Skeet Team Women,Final,5,AL-SHARSHANI Reem,19 Feb 1995,115
2022 Asian Games,Skeet Team Women,Final,6,ALASAM Maryam Ramadhan Juma,02 May 1987,113
2022 Asian Games,Skeet Team Women,Final,6,ALNAJEM Latifa Ahmed Abdulla,05 Jan 1987,103
2022 Asian Games,Skeet Team Women,Final,6,HASSANI Maryam Jamal Abdullatif,08 Oct 1993,107
2022 Asian Games,Skeet Team Women,Final,7,ALMOHAMMAD Afrah,14 Nov 1990,108
2022 Asian Games,Skeet Team Women,Final,7,ALSHAMAA Eman,18 Feb 1989,113
2022 Asian Games,Skeet Team Women,Final,7,ALZAABI Fatema,31 Mar 1986,95
2022 Asian Games,10m Running Target Women,Final,1,IRNAZAROVA Zukhra,,281
2022 Asian Games,10m Running Target Women,Final,2,RI Jiye,,284
2022 Asian Games,10m Running Target Women,Final,3,PAEK Oksim,,281
2022 Asian Games,10m Running Target Women,Final,4,PANG Myonghyang,,275
2022 Asian Games,10m Running Target Women,Final,5,PERANGIN ANGIN Rica Nensi,,272
2022 Asian Games,10m Running Target Women,Final,6,IRNAZAROVA Fatima,,277
2022 Asian Games,10m Running Target Women,Final,7,SADUAKASSOVA Alexandra,,282
2022 Asian Games,10m Running Target Women,Final,8,BACHTIAR Feny,,279
2022 Asian Games,10m Running Target Women,Final,9,MHAMUD Amal,,276
2022 Asian Games,10m Running Target Women,Final,10,NGUYEN Thi Thu Hang,,268
2022 Asian Games,10m Running Target Women,Final,11,LE Thao Ngoc,,274
2022 Asian Games,10m Running Target Women,Final,12,JAMA Anisa,,274
2022 Asian Games,10m Running Target Women,Final,13,INDRIANI Nourma Try,,274
2022 Asian Games,10m Running Target Women,Final,14,DUONG Thi Trang,,265
2022 Asian Games,10m Running Target Women,Final,15,PHOMMACHANH Phoutsady,,234
2022 Asian Games,10m Running Target Women,Final,16,VONGPHACHANH Phayvone,,222
2022 Asian Games,10m Running Target Women,Final,17,CHANTHANIVONG Vongdeuan,,203
2022 Asian Games,10m Running Target Team Women,Final,270,274 815 1655-28x,,551
2022 Asian Games,10m Running Target Team Women,Final,266,264 802 1642-25x,,560-10x
2022 Asian Games,10m Running Target Team Women,Final,257,264 779 1604-31x,,538-11x
2022 Asian Games,10m Running Target Team Women,Final,251,264 777 1584-31x,,516-11x
2022 Asian Games,10m Running Target Team Women,Final,225,209 663 1322- 6x,,491
2022 Asian Games,10m Air Rifle Mixed Team,Finals Bronze Medal Match 1,1,LE Alexandra,03 May 2004,17
2022 Asian Games,10m Air Rifle Mixed Team,Finals Bronze Medal Match 1,1,SATPAYEV Islam,21 Sep 1998,17
2022 Asian Games,10m Air Rifle Mixed Team,Finals Bronze Medal Match 1,2,NEKOUNAM Amirmohammad,15 Jul 1998,11
2022 Asian Games,10m Air Rifle Mixed Team,Finals Bronze Medal Match 1,2,CHEHEL AMIRANI Shermineh,20 Jun 1999,11
2022 Asian Games,10m Air Rifle Mixed Team,Finals Bronze Medal Match 2,1,PARK Hajun,19 Apr 2000,20
2022 Asian Games,10m Air Rifle Mixed Team,Finals Bronze Medal Match 2,1,LEE Eunseo,19 Dec 1993,20
2022 Asian Games,10m Air Rifle Mixed Team,Finals Bronze Medal Match 2,2,Ramita,,18
2022 Asian Games,10m Air Rifle Mixed Team,Finals Bronze Medal Match 2,2,PANWAR Divyansh Singh,19 Oct 2002,18
2022 Asian Games,10m Air Rifle Mixed Team,Finals Gold Medal Match,1,SHENG Lihao,04 Dec 2004,16
2022 Asian Games,10m Air Rifle Mixed Team,Finals Gold Medal Match,1,HUANG Yuting,03 Sep 2006,16
2022 Asian Games,10m Air Rifle Mixed Team,Finals Gold Medal Match,2,SOKHIBOV Javokhir,06 Jun 2005,2
2022 Asian Games,10m Air Rifle Mixed Team,Finals Gold Medal Match,2,TOKHIROVA Mukhtasar,05 Mar 2000,2
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,1,SHENG Lihao,04 Dec 2004,319.3
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,1,HUANG Yuting,03 Sep 2006,315.1
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,2,SOKHIBOV Javokhir,06 Jun 2005,314.4
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,2,TOKHIROVA Mukhtasar,05 Mar 2000,315.9
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,3,PARK Hajun,19 Apr 2000,315.9
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,3,LEE Eunseo,19 Dec 1993,313.7
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,4,LE Alexandra,03 May 2004,316.1
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,4,SATPAYEV Islam,21 Sep 1998,313.2
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,5,NEKOUNAM Amirmohammad,15 Jul 1998,314.9
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,5,CHEHEL AMIRANI Shermineh,20 Jun 1999,314.1
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,6,Ramita,,313.9
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,6,PANWAR Divyansh Singh,19 Oct 2002,314.3
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,7,TAN Fernel Qian Ni,31 Mar 2002,315.6
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,7,TANG Hong An,14 Jul 2004,311.3
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,8,OYUNBAT Yesugen,20 Jun 1999,311.7
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,8,NYANTAI Bayaraa,25 Sep 1991,314.6
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,9,ISLAM Md Robiul,12 Mar 1999,311.5
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,9,AREFIN Shaira,16 Dec 2004,314.3
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,10,ALDOSERI Safa Mohamed Salman Duaij,,312.7
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,10,ALDOSERI Khalid Mohammed Salman,,312.5
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,11,ENDOH Masaya,16 Feb 1998,314.2
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,11,HIRATA Shiori,06 Nov 1999,310.9
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,12,SASTWEJ Chanittha,05 Nov 2004,311.5
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,12,TORTUNGPANICH Napis,29 Mar 1995,311.4
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,13,AL- HASANI Siham Nasser Said,,310.2
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,13,AL BALUSHI Issam Badar Doshambeh,04 Aug 1988,312.4
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,14,GUSTAFIAN Fathur,21 Aug 1998,313.2
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,14,CITRA Amelia Sifaul,,309.1
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,15,ABDULLA Ibrahim,,311.3
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,15,TAHLAK Yasmin,,309.3
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,16,LIN Ying Shin,22 Apr 1999,311.5
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,16,LU Shao Chuan,24 Mar 1997,307.5
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,17,MOHAMED TAIBI Nur Suryani,,308.3
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,17,HESSLY HAFIZ Haritz Iklil,25 Oct 2000,310.1
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,18,ADIL Ghufran,08 Dec 1993,308.9
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,18,FATIMA Mehak,,308.7
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,19,ACUÑA Amparo Teresa,10 Jun 1997,311.1
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,19,VALDEZ Jayson,,302.4
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,20,AL-ASEIRI Matara,,304.3
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,20,AL-MUHANNADI Ali,03 Oct 1990,308.6
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,21,SHIFAN Ibrahim,,297.5
2022 Asian Games,10m Air Rifle Mixed Team,Qualification,21,ABDUL RAHMAN Sharafiyya,,303.4
2022 Asian Games,10m Air Pistol Mixed Team,Finals Bronze Medal Match 1,1,1308 LEE Wonho,,16
2022 Asian Games,10m Air Pistol Mixed Team,Finals Bronze Medal Match 1,1,1320 KIM Bomi,,16
2022 Asian Games,10m Air Pistol Mixed Team,Finals Bronze Medal Match 1,2,1234 MORIKAWA Seiji,,8
2022 Asian Games,10m Air Pistol Mixed Team,Finals Bronze Medal Match 1,2,1242 YAMADA Satoko,,8
2022 Asian Games,10m Air Pistol Mixed Team,Finals Bronze Medal Match 2,1,1213 ROSTAMIYAN Haniyeh,,16
2022 Asian Games,10m Air Pistol Mixed Team,Finals Bronze Medal Match 2,1,1205 JOHARIKHOU Amir,,16
2022 Asian Games,10m Air Pistol Mixed Team,Finals Bronze Medal Match 2,2,1444 JOSEPH Gulfam,,14
2022 Asian Games,10m Air Pistol Mixed Team,Finals Bronze Medal Match 2,2,1447 TALAT Kishmala,,14
2022 Asian Games,10m Air Pistol Mixed Team,Finals Gold Medal Match,1,1067 ZHANG Bowen,,16
2022 Asian Games,10m Air Pistol Mixed Team,Finals Gold Medal Match,1,1076 JIANG Ranxin,,16
2022 Asian Games,10m Air Pistol Mixed Team,Finals Gold Medal Match,2,1149 THADIGOL SUBBARAJU Divya,,14
2022 Asian Games,10m Air Pistol Mixed Team,Finals Gold Medal Match,2,1136 Sarabjot Singh,,14
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,1,THADIGOL SUBBARAJU Divya,14 Aug 1995,286
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,1,Sarabjot Singh,,291-11x
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,2,ZHANG Bowen,28 Apr 1996,290
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,2,JIANG Ranxin,02 May 2000,286
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,3,ROSTAMIYAN Haniyeh,11 Sep 1998,289
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,3,JOHARIKHOU Amir,21 Jul 1980,286
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,4,LEE Wonho,15 Aug 1999,290
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,4,KIM Bomi,11 Oct 1998,284-10x
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,5,MORIKAWA Seiji,20 Apr 1984,287
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,5,YAMADA Satoko,26 Feb 1995,287
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,6,JOSEPH Gulfam,17 Dec 1999,290-14x
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,6,TALAT Kishmala,18 Jun 2002,283
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,7,MOHD ARIFIN Nurul Syasya Nadiah,19 Dec 2002,288
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,7,JOHNATHAN WONG Guanjie,23 Aug 1992,285
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,8,DARMOYO Arista Perdana Putri,05 Apr 2005,288
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,8,PRABOWO Muhamad Iqbal Raia,20 Feb 2005,284
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,9,TSOLMONBAATAR Anudari,,282
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,9,ENKHTAIVAN Davaakhuu,12 Jun 1989,288-12x
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,10,LAI Cong Minh,10 Feb 1999,283
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,10,TRINH Thu Vinh,21 Sep 2000,286
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,11,ALSHUHAIL Ghaya,,278
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,11,ALAMEERI Ahmed,,289-10x
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,12,YUNUSMETOVA Irina,25 Nov 2001,278
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,12,RAKHIMZHAN Valeriy,27 Jan 1999,289
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,13,SUTIVIRUCH Noppadon,26 May 1981,286
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,13,SAENCHA Kamonlak,01 Oct 2007,279
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,14,AHMED Shakil,,280
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,14,ANTU Anjila Amjad,,282
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,15,YU Ai-Wen,27 Dec 1995,282
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,15,HUANG Wei Te,,278
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,16,CHEONG Pok Ieong,,279
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,16,CHAO Mei Kam,,281
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,17,ERGASHBOEVA Sitora,,269
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,17,KAMALOV Mukhammad,05 Oct 2002,285
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,18,MOHAMUD Nasra,,276
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,18,AL-SHAIBA Osama,,271
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,19,AWAD Amerah,,261
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,19,ALNAMSHAN Hamad,,283
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,19,ZIYAN Ziyau,,544-10x
2022 Asian Games,10m Air Pistol Mixed Team,Qualification,19,ISMAEEL SHAFEEQ Fathmath Naura,,544-10x
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 1,1,2215 AL-ATHBA Rashid Saleh,,44
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 1,1,2219 AL-SHARSHANI Reem,,44
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 1,3,3,,4
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 1,2,2005 ALASAM Maryam Ramadhan Juma,,37
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 1,2,2002 ALWATT Tammar Ali Saleh Ali,,37
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 1,1,4,,3
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 2,1,2015 LIU Jiangchi,,+15
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 2,1,2022 JIANG Yiting,,+15
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 2,3,2,,3
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 2,1,2131 JANG Kookhee,,+12
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 2,1,2124 CHO Minki,,+12
2022 Asian Games,Skeet Mixed Team,Finals Bronze Medal Match 2,3,4,,4
2022 Asian Games,Skeet Mixed Team,Finals Gold Medal Match,1,2101 ORYNBAY Assem,,40
2022 Asian Games,Skeet Mixed Team,Finals Gold Medal Match,1,2096 YECHSHENKO Eduard,,40
2022 Asian Games,Skeet Mixed Team,Finals Gold Medal Match,3,3,,3
2022 Asian Games,Skeet Mixed Team,Finals Gold Medal Match,2,2151 ALSHAMAA Eman,,35
2022 Asian Games,Skeet Mixed Team,Finals Gold Medal Match,2,2144 ALRASHIDI Abdullah,,35
2022 Asian Games,Skeet Mixed Team,Finals Gold Medal Match,3,3,,3
2022 Asian Games,Skeet Mixed Team,Qualification,1,ALSHAMAA Eman,18 Feb 1989,75
2022 Asian Games,Skeet Mixed Team,Qualification,1,ALRASHIDI Abdullah,21 Aug 1963,74
2022 Asian Games,Skeet Mixed Team,Qualification,2,ORYNBAY Assem,07 Sep 1993,74
2022 Asian Games,Skeet Mixed Team,Qualification,2,YECHSHENKO Eduard,13 Nov 1999,74
2022 Asian Games,Skeet Mixed Team,Qualification,3,AL-ATHBA Rashid Saleh,18 Oct 1987,74
2022 Asian Games,Skeet Mixed Team,Qualification,3,AL-SHARSHANI Reem,19 Feb 1995,70
2022 Asian Games,Skeet Mixed Team,Qualification,4,LIU Jiangchi,15 Mar 1992,72
2022 Asian Games,Skeet Mixed Team,Qualification,4,JIANG Yiting,01 Aug 2004,71
2022 Asian Games,Skeet Mixed Team,Qualification,5,ALASAM Maryam Ramadhan Juma,02 May 1987,71
2022 Asian Games,Skeet Mixed Team,Qualification,5,ALWATT Tammar Ali Saleh Ali,12 Sep 1989,70
2022 Asian Games,Skeet Mixed Team,Qualification,6,JANG Kookhee,24 Feb 2000,69
2022 Asian Games,Skeet Mixed Team,Qualification,6,CHO Minki,09 Oct 1985,71
2022 Asian Games,Skeet Mixed Team,Qualification,7,NARUKA Anant Jeet Singh,01 Jul 1998,71
2022 Asian Games,Skeet Mixed Team,Qualification,7,SEKHON Ganemat,29 Nov 2000,67
2022 Asian Games,Skeet Mixed Team,Qualification,8,JIEWCHALOEMMIT Sutiya,03 May 1986,67
2022 Asian Games,Skeet Mixed Team,Qualification,8,JANGPANICH Tanapat,31 Aug 1997,71
